"","ExcelID","family","species","ReptileElevation","year","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","basisOfRecord","locality"
"41",443061,"Cheloniidae","Caretta caretta",0,NA,24.9167,-81.4264,1000,"HUMAN_OBSERVATION",""
"42",443063,"Cheloniidae","Caretta caretta",0,NA,24.9169,-80.5399,1000,"HUMAN_OBSERVATION",""
"43",443064,"Cheloniidae","Caretta caretta",0,NA,24.9169,-80.5399,1000,"HUMAN_OBSERVATION",""
"44",443066,"Cheloniidae","Caretta caretta",0,NA,24.9169,-80.5399,1000,"HUMAN_OBSERVATION",""
"45",443068,"Cheloniidae","Caretta caretta",0,NA,24.9169,-80.5399,1000,"HUMAN_OBSERVATION",""
"46",94389,"Cheloniidae","Caretta caretta",0,2013,24.999975,-80.926846,30014,"HUMAN_OBSERVATION",""
"47",443379,"Cheloniidae","Caretta caretta",0,NA,25,-80.4897,1000,"HUMAN_OBSERVATION",""
"48",443381,"Cheloniidae","Caretta caretta",0,NA,25,-81.4935,1000,"HUMAN_OBSERVATION",""
"49",443382,"Cheloniidae","Caretta caretta",0,NA,25.0003,-81.5827,1000,"HUMAN_OBSERVATION",""
"50",514925,"Cheloniidae","Caretta caretta",0,2014,25.0524,-80.3323,100,"HUMAN_OBSERVATION","Usa, Fl, Wreck Of The Benwood"
"51",70360,"Cheloniidae","Caretta caretta",0,2015,25.0527,-80.3337,100,"HUMAN_OBSERVATION","Benwood Wreck"
"52",70361,"Cheloniidae","Caretta caretta",0,2015,25.0708,-80.4246,100,"HUMAN_OBSERVATION","The Spurs, Key Largo, Fl"
"53",70362,"Cheloniidae","Caretta caretta",0,2015,25.0708,-80.4246,100,"HUMAN_OBSERVATION","Key Largo"
"54",216591,"Cheloniidae","Caretta caretta",0,1985,25.079051,-80.241521,30003,"HUMAN_OBSERVATION",""
"55",441525,"Cheloniidae","Caretta caretta",0,NA,25.0829,-81.659,1000,"HUMAN_OBSERVATION",""
"56",441523,"Cheloniidae","Caretta caretta",0,NA,25.083,-81.6663,1000,"HUMAN_OBSERVATION",""
"57",441526,"Cheloniidae","Caretta caretta",0,NA,25.0834,-81.6065,1000,"HUMAN_OBSERVATION",""
"58",441528,"Cheloniidae","Caretta caretta",0,NA,25.0834,-81.0416,1000,"HUMAN_OBSERVATION",""
"59",441527,"Cheloniidae","Caretta caretta",0,NA,25.0836,-81.325,1000,"HUMAN_OBSERVATION",""
"60",441529,"Cheloniidae","Caretta caretta",0,NA,25.0836,-81.6168,1000,"HUMAN_OBSERVATION",""
"61",441530,"Cheloniidae","Caretta caretta",0,NA,25.0836,-81.6168,1000,"HUMAN_OBSERVATION",""
"62",441532,"Cheloniidae","Caretta caretta",0,NA,25.0836,-81.641,1000,"HUMAN_OBSERVATION",""
"63",441524,"Cheloniidae","Caretta caretta",0,NA,25.0837,-81.6202,1000,"HUMAN_OBSERVATION",""
"64",139827,"Cheloniidae","Caretta caretta",0,2016,25.143169,-80.265812,30003,"HUMAN_OBSERVATION",""
"65",514926,"Cheloniidae","Caretta caretta",0,2014,25.1446,-80.2566,100,"HUMAN_OBSERVATION","Mike's Wreck (Aka Hannah M. Bell)"
"66",139729,"Cheloniidae","Caretta caretta",0,2015,25.146336,-80.342154,30003,"HUMAN_OBSERVATION",""
"67",442363,"Cheloniidae","Caretta caretta",0,NA,25.1661,-81.556,1000,"HUMAN_OBSERVATION",""
"68",442370,"Cheloniidae","Caretta caretta",0,NA,25.1664,-81.3732,1000,"HUMAN_OBSERVATION",""
"69",442801,"Cheloniidae","Caretta caretta",0,NA,25.4163,-80.129,1000,"HUMAN_OBSERVATION",""
"70",442800,"Cheloniidae","Caretta caretta",0,NA,25.4167,-80.1636,1000,"HUMAN_OBSERVATION",""
"71",382550,"Cheloniidae","Caretta caretta",0,2018,25.656557,-80.150372,492907,"HUMAN_OBSERVATION",""
"72",663188,"Cheloniidae","Caretta caretta",0,2015,25.710788,-81.5504,29925,"HUMAN_OBSERVATION",""
"73",9809,"Cheloniidae","Caretta caretta",0,2017,25.849635,-80.088276,29902,"HUMAN_OBSERVATION",""
"74",663105,"Cheloniidae","Caretta caretta",0,2010,25.955188,-97.112912,29913,"HUMAN_OBSERVATION",""
"75",663789,"Cheloniidae","Caretta caretta",5,2015,25.960046,-81.746607,29902,"HUMAN_OBSERVATION",""
"76",4100,"Cheloniidae","Caretta caretta",0,2014,26.111945,-81.841427,29891,"HUMAN_OBSERVATION",""
"77",310392,"Cheloniidae","Caretta caretta",0,2018,26.14541,-80.07658,29891,"HUMAN_OBSERVATION",""
"78",310510,"Cheloniidae","Caretta caretta",0,2019,26.170742,-80.059642,29891,"HUMAN_OBSERVATION",""
"79",17668,"Cheloniidae","Caretta caretta",0,2014,26.1993,-80.0716,100,"HUMAN_OBSERVATION","Sea Ranch Reef"
"80",161541,"Cheloniidae","Caretta caretta",0,2018,26.24799,-97.131731,29868,"HUMAN_OBSERVATION",""
"81",580829,"Cheloniidae","Caretta caretta",7,2017,26.265599,-80.093363,29856,"HUMAN_OBSERVATION",""
"82",90284,"Cheloniidae","Caretta caretta",10,2007,26.317107,-80.167784,29868,"HUMAN_OBSERVATION",""
"83",779359,"Cheloniidae","Caretta caretta",0,2016,26.596343,-82.067403,29833,"HUMAN_OBSERVATION",""
"84",318029,"Cheloniidae","Caretta caretta",0,2012,26.653,-80.021,100,"HUMAN_OBSERVATION","Paul's Reef"
"85",318058,"Cheloniidae","Caretta caretta",0,2012,26.653,-80.021,100,"HUMAN_OBSERVATION","Paul's Reef"
"86",318046,"Cheloniidae","Caretta caretta",0,2013,26.685,-80.019,100,"HUMAN_OBSERVATION","Bath And Tennis"
"87",318031,"Cheloniidae","Caretta caretta",0,2012,26.703,-80.017,100,"HUMAN_OBSERVATION","Breakers South"
"88",318028,"Cheloniidae","Caretta caretta",0,2012,26.71,-80.028,100,"HUMAN_OBSERVATION","Cable Crossing"
"89",318052,"Cheloniidae","Caretta caretta",0,2006,26.747,-80.007,100,"HUMAN_OBSERVATION","Playpen"
"90",384717,"Cheloniidae","Caretta caretta",0,2014,26.7513,-80.0473,100,"HUMAN_OBSERVATION","The Corridors"
"91",51846,"Cheloniidae","Caretta caretta",11,2016,26.78754,-80.144626,29822,"HUMAN_OBSERVATION",""
"92",144006,"Cheloniidae","Caretta caretta",0,2010,26.788,-80.016,100,"HUMAN_OBSERVATION","Amarilys"
"93",155673,"Cheloniidae","Caretta caretta",8,2019,26.798535,-80.091754,29822,"HUMAN_OBSERVATION",""
"94",393770,"Cheloniidae","Caretta caretta",13,2018,26.801507,-80.137523,29798,"HUMAN_OBSERVATION",""
"95",441914,"Cheloniidae","Caretta caretta",0,NA,26.8338,-79.9961,1000,"HUMAN_OBSERVATION",""
"96",144004,"Cheloniidae","Caretta caretta",0,2014,26.8761,-79.9839,100,"HUMAN_OBSERVATION","Juno Ledge (Scarface)"
"97",318017,"Cheloniidae","Caretta caretta",0,2012,26.8803,-80.0119,100,"HUMAN_OBSERVATION","Bluffs"
"98",443387,"Cheloniidae","Caretta caretta",0,NA,26.9166,-80.0046,1000,"HUMAN_OBSERVATION",""
"99",443389,"Cheloniidae","Caretta caretta",0,NA,26.9168,-79.9949,1000,"HUMAN_OBSERVATION",""
"100",317733,"Cheloniidae","Caretta caretta",6,2017,26.9342,-80.0942,100,"HUMAN_OBSERVATION","Juno Ledge"
"101",96815,"Cheloniidae","Caretta caretta",4,2014,26.9485,-80.0845,100,"HUMAN_OBSERVATION","Jupiter, Florida"
"102",318047,"Cheloniidae","Caretta caretta",4,2013,26.9485,-80.0845,100,"HUMAN_OBSERVATION","Jupiter, Florida"
"103",441571,"Cheloniidae","Caretta caretta",0,NA,27.0002,-80.0074,1000,"HUMAN_OBSERVATION",""
"104",441915,"Cheloniidae","Caretta caretta",0,NA,27.0002,-80.0739,1000,"HUMAN_OBSERVATION",""
"105",441916,"Cheloniidae","Caretta caretta",0,NA,27.0002,-80.0739,1000,"HUMAN_OBSERVATION",""
"106",442120,"Cheloniidae","Caretta caretta",0,NA,27.0833,-80.1054,1000,"HUMAN_OBSERVATION",""
"107",442572,"Cheloniidae","Caretta caretta",0,NA,27.0834,-80.1128,1000,"HUMAN_OBSERVATION",""
"108",442122,"Cheloniidae","Caretta caretta",0,NA,27.0836,-80.0571,1000,"HUMAN_OBSERVATION",""
"109",442830,"Cheloniidae","Caretta caretta",0,NA,27.1668,-80.087,1000,"HUMAN_OBSERVATION",""
"110",443084,"Cheloniidae","Caretta caretta",0,NA,27.2497,-80.1311,1000,"HUMAN_OBSERVATION",""
"111",443095,"Cheloniidae","Caretta caretta",0,NA,27.2498,-80.0432,1000,"HUMAN_OBSERVATION",""
"112",443086,"Cheloniidae","Caretta caretta",0,NA,27.25,-80.0598,1000,"HUMAN_OBSERVATION",""
"113",443087,"Cheloniidae","Caretta caretta",0,NA,27.2502,-80.1302,1000,"HUMAN_OBSERVATION",""
"114",443096,"Cheloniidae","Caretta caretta",0,NA,27.2502,-80.0878,1000,"HUMAN_OBSERVATION",""
"115",270224,"Cheloniidae","Caretta caretta",9,2015,27.46689,-82.628109,29716,"HUMAN_OBSERVATION",""
"116",442578,"Cheloniidae","Caretta caretta",0,NA,27.4997,-80.205,1000,"HUMAN_OBSERVATION",""
"117",442574,"Cheloniidae","Caretta caretta",0,NA,27.5004,-80.1926,1000,"HUMAN_OBSERVATION",""
"118",45045,"Cheloniidae","Caretta caretta",0,2017,27.556896,-93.043085,29727,"HUMAN_OBSERVATION",""
"119",437158,"Cheloniidae","Caretta caretta",0,2018,27.563183,-97.227693,29727,"HUMAN_OBSERVATION",""
"120",442380,"Cheloniidae","Caretta caretta",0,NA,27.5834,-80.3153,1000,"HUMAN_OBSERVATION",""
"121",442381,"Cheloniidae","Caretta caretta",0,NA,27.5834,-80.2339,1000,"HUMAN_OBSERVATION",""
"122",442390,"Cheloniidae","Caretta caretta",0,NA,27.584,-80.2944,1000,"HUMAN_OBSERVATION",""
"123",443384,"Cheloniidae","Caretta caretta",0,NA,27.6667,-80.337,1000,"HUMAN_OBSERVATION",""
"124",443385,"Cheloniidae","Caretta caretta",0,NA,27.6668,-80.2944,1000,"HUMAN_OBSERVATION",""
"125",441543,"Cheloniidae","Caretta caretta",0,NA,27.7496,-80.2855,1000,"HUMAN_OBSERVATION",""
"126",441544,"Cheloniidae","Caretta caretta",0,NA,27.7496,-80.365,1000,"HUMAN_OBSERVATION",""
"127",441541,"Cheloniidae","Caretta caretta",0,NA,27.7498,-80.3588,1000,"HUMAN_OBSERVATION",""
"128",441542,"Cheloniidae","Caretta caretta",0,NA,27.75,-80.3501,1000,"HUMAN_OBSERVATION",""
"129",442123,"Cheloniidae","Caretta caretta",0,NA,27.8334,-80.42,1000,"HUMAN_OBSERVATION",""
"130",325421,"Cheloniidae","Caretta caretta",0,2019,27.849399,-80.483412,29680,"HUMAN_OBSERVATION",""
"131",324902,"Cheloniidae","Caretta caretta",11,2019,27.854098,-80.539864,29680,"HUMAN_OBSERVATION",""
"132",138021,"Cheloniidae","Caretta caretta",0,2019,27.861313,-80.46037,29680,"HUMAN_OBSERVATION",""
"133",501230,"Cheloniidae","Caretta caretta",4,2017,27.862168,-97.170399,29680,"HUMAN_OBSERVATION",""
"134",328040,"Cheloniidae","Caretta caretta",0,2019,27.893668,-80.411892,29680,"HUMAN_OBSERVATION",""
"135",204887,"Cheloniidae","Caretta caretta",3,2018,27.893818,-97.028162,29680,"HUMAN_OBSERVATION",""
"136",443085,"Cheloniidae","Caretta caretta",0,NA,27.9154,-80.4635,1000,"HUMAN_OBSERVATION",""
"137",443092,"Cheloniidae","Caretta caretta",0,NA,27.9158,-80.469,1000,"HUMAN_OBSERVATION",""
"138",443101,"Cheloniidae","Caretta caretta",0,NA,27.9158,-80.469,1000,"HUMAN_OBSERVATION",""
"139",443083,"Cheloniidae","Caretta caretta",0,NA,27.9161,-80.4723,1000,"HUMAN_OBSERVATION",""
"140",441907,"Cheloniidae","Caretta caretta",0,NA,27.9173,-80.4176,1000,"HUMAN_OBSERVATION",""
"141",327040,"Cheloniidae","Caretta caretta",0,2019,27.925631,-80.499183,29680,"HUMAN_OBSERVATION",""
"142",328109,"Cheloniidae","Caretta caretta",0,2019,27.944713,-80.410418,29680,"HUMAN_OBSERVATION",""
"143",444649,"Cheloniidae","Caretta caretta",0,2015,27.958796,-93.923972,29668,"HUMAN_OBSERVATION",""
"144",30406,"Cheloniidae","Caretta caretta",0,2018,27.993954,-80.404846,29680,"HUMAN_OBSERVATION",""
"145",443104,"Cheloniidae","Caretta caretta",0,NA,27.9996,-80.4219,1000,"HUMAN_OBSERVATION",""
"146",441899,"Cheloniidae","Caretta caretta",0,NA,28.0004,-80.3753,1000,"HUMAN_OBSERVATION",""
"147",443088,"Cheloniidae","Caretta caretta",0,NA,28.0004,-80.5063,1000,"HUMAN_OBSERVATION",""
"148",441908,"Cheloniidae","Caretta caretta",0,NA,28.0006,-80.389,1000,"HUMAN_OBSERVATION",""
"149",441904,"Cheloniidae","Caretta caretta",0,NA,28.0007,-80.4791,1000,"HUMAN_OBSERVATION",""
"150",441900,"Cheloniidae","Caretta caretta",0,NA,28.0008,-80.4497,1000,"HUMAN_OBSERVATION",""
"151",441895,"Cheloniidae","Caretta caretta",0,NA,28.0013,-80.4064,1000,"HUMAN_OBSERVATION",""
"152",443089,"Cheloniidae","Caretta caretta",0,1998,28.0498,-80.403,1000,"HUMAN_OBSERVATION",""
"153",442570,"Cheloniidae","Caretta caretta",0,NA,28.08,-80.5306,1000,"HUMAN_OBSERVATION",""
"154",442573,"Cheloniidae","Caretta caretta",0,NA,28.0823,-80.5062,1000,"HUMAN_OBSERVATION",""
"155",31501,"Cheloniidae","Caretta caretta",0,2011,28.097892,-80.415783,29656,"HUMAN_OBSERVATION",""
"156",437458,"Cheloniidae","Caretta caretta",0,2015,28.117114,-80.432427,29656,"HUMAN_OBSERVATION",""
"157",442575,"Cheloniidae","Caretta caretta",0,NA,28.1664,-80.4912,1000,"HUMAN_OBSERVATION",""
"158",441905,"Cheloniidae","Caretta caretta",0,1998,28.1725,-80.1833,1000,"HUMAN_OBSERVATION",""
"159",11651,"Cheloniidae","Caretta caretta",0,2007,28.183666,-79.6345,NA,"HUMAN_OBSERVATION",""
"160",628616,"Cheloniidae","Caretta caretta",0,2017,28.198082,-80.514865,29643,"HUMAN_OBSERVATION",""
"161",444581,"Cheloniidae","Caretta caretta",0,1985,28.230507,-96.511979,29619,"HUMAN_OBSERVATION",""
"162",442822,"Cheloniidae","Caretta caretta",0,NA,28.2493,-80.5091,1000,"HUMAN_OBSERVATION",""
"163",442815,"Cheloniidae","Caretta caretta",0,NA,28.2494,-80.5251,1000,"HUMAN_OBSERVATION",""
"164",11649,"Cheloniidae","Caretta caretta",0,2008,28.315,-80.48,NA,"HUMAN_OBSERVATION",""
"165",11658,"Cheloniidae","Caretta caretta",0,2008,28.315,-80.48,NA,"HUMAN_OBSERVATION",""
"166",588353,"Cheloniidae","Caretta caretta",36,2016,28.3341,-81.585,100,"HUMAN_OBSERVATION","Divequest"
"167",407428,"Cheloniidae","Caretta caretta",34,2013,28.3754,-81.551,100,"HUMAN_OBSERVATION","Nemo's Pavilion"
"168",907521,"Cheloniidae","Caretta caretta",34,2015,28.3756,-81.5507,100,"HUMAN_OBSERVATION","Epcot Living Seas"
"169",442804,"Cheloniidae","Caretta caretta",0,NA,28.4283,-80.2916,1000,"HUMAN_OBSERVATION",""
"170",442805,"Cheloniidae","Caretta caretta",0,NA,28.4292,-80.2841,1000,"HUMAN_OBSERVATION",""
"171",442375,"Cheloniidae","Caretta caretta",0,NA,28.5117,-80.4723,1000,"HUMAN_OBSERVATION",""
"172",442376,"Cheloniidae","Caretta caretta",0,NA,28.5118,-80.3379,1000,"HUMAN_OBSERVATION",""
"173",442384,"Cheloniidae","Caretta caretta",0,NA,28.5122,-80.462,1000,"HUMAN_OBSERVATION",""
"174",442806,"Cheloniidae","Caretta caretta",0,NA,28.5122,-80.3337,1000,"HUMAN_OBSERVATION",""
"175",442813,"Cheloniidae","Caretta caretta",0,NA,28.5122,-80.3322,1000,"HUMAN_OBSERVATION",""
"176",442114,"Cheloniidae","Caretta caretta",0,NA,28.5123,-80.3881,1000,"HUMAN_OBSERVATION",""
"177",442374,"Cheloniidae","Caretta caretta",0,NA,28.5123,-80.5187,1000,"HUMAN_OBSERVATION",""
"178",442113,"Cheloniidae","Caretta caretta",0,NA,28.5125,-80.4042,1000,"HUMAN_OBSERVATION",""
"179",442814,"Cheloniidae","Caretta caretta",0,NA,28.5127,-80.4858,1000,"HUMAN_OBSERVATION",""
"180",442115,"Cheloniidae","Caretta caretta",0,NA,28.513,-80.5213,1000,"HUMAN_OBSERVATION",""
"181",443073,"Cheloniidae","Caretta caretta",0,NA,28.5171,-80.3973,1000,"HUMAN_OBSERVATION",""
"182",441535,"Cheloniidae","Caretta caretta",0,NA,28.5957,-80.3627,1000,"HUMAN_OBSERVATION",""
"183",441537,"Cheloniidae","Caretta caretta",0,NA,28.5963,-80.4492,1000,"HUMAN_OBSERVATION",""
"184",441533,"Cheloniidae","Caretta caretta",0,NA,28.5972,-80.5723,1000,"HUMAN_OBSERVATION",""
"185",441538,"Cheloniidae","Caretta caretta",0,NA,28.5973,-80.563,1000,"HUMAN_OBSERVATION",""
"186",443091,"Cheloniidae","Caretta caretta",0,NA,28.5975,-80.4939,1000,"HUMAN_OBSERVATION",""
"187",442569,"Cheloniidae","Caretta caretta",0,NA,28.5998,-80.3805,1000,"HUMAN_OBSERVATION",""
"188",442567,"Cheloniidae","Caretta caretta",0,NA,28.6,-80.5008,1000,"HUMAN_OBSERVATION",""
"189",307563,"Cheloniidae","Caretta caretta",2,2016,28.603953,-95.96095,29570,"HUMAN_OBSERVATION",""
"190",443082,"Cheloniidae","Caretta caretta",0,NA,28.6783,-80.5321,1000,"HUMAN_OBSERVATION",""
"191",442112,"Cheloniidae","Caretta caretta",0,NA,28.6787,-80.4996,1000,"HUMAN_OBSERVATION",""
"192",443074,"Cheloniidae","Caretta caretta",0,NA,28.6788,-80.6342,1000,"HUMAN_OBSERVATION",""
"193",443080,"Cheloniidae","Caretta caretta",0,NA,28.679,-80.4306,1000,"HUMAN_OBSERVATION",""
"194",443081,"Cheloniidae","Caretta caretta",1,NA,28.679,-80.6447,1000,"HUMAN_OBSERVATION",""
"195",443072,"Cheloniidae","Caretta caretta",0,NA,28.6792,-80.4516,1000,"HUMAN_OBSERVATION",""
"196",441536,"Cheloniidae","Caretta caretta",0,NA,28.6828,-80.5548,1000,"HUMAN_OBSERVATION",""
"197",313891,"Cheloniidae","Caretta caretta",0,2017,28.740782,-95.791387,29570,"HUMAN_OBSERVATION",""
"198",443386,"Cheloniidae","Caretta caretta",0,NA,28.7615,-80.4293,1000,"HUMAN_OBSERVATION",""
"199",442391,"Cheloniidae","Caretta caretta",0,NA,28.7617,-80.416,1000,"HUMAN_OBSERVATION",""
"200",441911,"Cheloniidae","Caretta caretta",0,NA,28.7622,-80.5726,1000,"HUMAN_OBSERVATION",""
"201",442385,"Cheloniidae","Caretta caretta",0,NA,28.7622,-80.5613,1000,"HUMAN_OBSERVATION",""
"202",443108,"Cheloniidae","Caretta caretta",0,NA,28.7622,-80.3143,1000,"HUMAN_OBSERVATION",""
"203",443097,"Cheloniidae","Caretta caretta",0,NA,28.7625,-80.3365,1000,"HUMAN_OBSERVATION",""
"204",441913,"Cheloniidae","Caretta caretta",0,NA,28.7628,-80.6335,1000,"HUMAN_OBSERVATION",""
"205",443110,"Cheloniidae","Caretta caretta",1,NA,28.7628,-80.712,1000,"HUMAN_OBSERVATION",""
"206",443111,"Cheloniidae","Caretta caretta",0,NA,28.763,-80.6383,1000,"HUMAN_OBSERVATION",""
"207",443098,"Cheloniidae","Caretta caretta",0,NA,28.7632,-80.5649,1000,"HUMAN_OBSERVATION",""
"208",443102,"Cheloniidae","Caretta caretta",0,NA,28.7638,-80.4842,1000,"HUMAN_OBSERVATION",""
"209",442841,"Cheloniidae","Caretta caretta",0,NA,28.7667,-80.6361,1000,"HUMAN_OBSERVATION",""
"210",441912,"Cheloniidae","Caretta caretta",0,NA,28.7669,-80.6702,1000,"HUMAN_OBSERVATION",""
"211",442825,"Cheloniidae","Caretta caretta",0,NA,28.7673,-80.5607,1000,"HUMAN_OBSERVATION",""
"212",442580,"Cheloniidae","Caretta caretta",0,1998,28.7785,-80.2388,1000,"HUMAN_OBSERVATION",""
"213",780721,"Cheloniidae","Caretta caretta",13,2016,28.829109,-80.893379,29545,"HUMAN_OBSERVATION",""
"214",441545,"Cheloniidae","Caretta caretta",0,NA,28.8453,-80.3605,1000,"HUMAN_OBSERVATION",""
"215",442124,"Cheloniidae","Caretta caretta",0,NA,28.8458,-80.4488,1000,"HUMAN_OBSERVATION",""
"216",442829,"Cheloniidae","Caretta caretta",0,NA,28.8458,-80.4437,1000,"HUMAN_OBSERVATION",""
"217",441551,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.5906,1000,"HUMAN_OBSERVATION",""
"218",442127,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.4917,1000,"HUMAN_OBSERVATION",""
"219",442134,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.7411,1000,"HUMAN_OBSERVATION",""
"220",442583,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.6155,1000,"HUMAN_OBSERVATION",""
"221",443090,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.5477,1000,"HUMAN_OBSERVATION",""
"222",443093,"Cheloniidae","Caretta caretta",0,NA,28.8462,-80.4009,1000,"HUMAN_OBSERVATION",""
"223",442386,"Cheloniidae","Caretta caretta",0,NA,28.8463,-80.6993,1000,"HUMAN_OBSERVATION",""
"224",443100,"Cheloniidae","Caretta caretta",0,NA,28.8465,-80.5816,1000,"HUMAN_OBSERVATION",""
"225",441546,"Cheloniidae","Caretta caretta",0,NA,28.8467,-80.4908,1000,"HUMAN_OBSERVATION",""
"226",443106,"Cheloniidae","Caretta caretta",0,NA,28.8468,-80.5721,1000,"HUMAN_OBSERVATION",""
"227",442835,"Cheloniidae","Caretta caretta",0,NA,28.8501,-80.6448,1000,"HUMAN_OBSERVATION",""
"228",441906,"Cheloniidae","Caretta caretta",0,NA,28.9287,-80.5511,1000,"HUMAN_OBSERVATION",""
"229",441568,"Cheloniidae","Caretta caretta",0,NA,28.9288,-80.6943,1000,"HUMAN_OBSERVATION",""
"230",441550,"Cheloniidae","Caretta caretta",0,NA,28.929,-80.5093,1000,"HUMAN_OBSERVATION",""
"231",441553,"Cheloniidae","Caretta caretta",0,NA,28.929,-80.5423,1000,"HUMAN_OBSERVATION",""
"232",441556,"Cheloniidae","Caretta caretta",0,NA,28.9293,-80.5599,1000,"HUMAN_OBSERVATION",""
